Contagem,Ano,Título,Gênero,País,Nacionalidade,Distribuidora,Origem_distribuidora,Público_exibição,Renda
781,2018,Antes Que Eu Me Esqueça,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,16232.0,281853.0
782,2018,Antes Que Tudo Desapareça,Ficção,Japão,Estrangeira,Zeta Filmes,Distribuição Nacional,1937.0,27599.0
783,2018,Aos Teus Olhos,Ficção,Brasil,Brasileira,Pagu Pictures,Distribuição Nacional,27870.0,463560.0
784,2018,Aprender A Ler Pra Ensinar Meus Camaradas,Documentário,Brasil,Brasileira,Griot Produções,Distribuição Nacional,37.0,545.0
785,2018,Aquaman,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,5584309.0,92326364.0
786,2018,Aquarius,Ficção,"Brasil, França",Brasileira,Vitrine Filmes,Distribuição Nacional,131.0,898.0
787,2018,Arminda Lopes - A Estética Além Da Dor,Documentário,Brasil,Brasileira,Lança Filmes,Distribuição Nacional,30.0,155.0
788,2018,Arranha-Céu : Coragem Sem Limite,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,947992.0,14516464.0
789,2018,Artista Do Disastre,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,8237.0,158037.0
790,2018,Arábia,Ficção,Brasil,Brasileira,Embaúba Filmes/Pique-Bandeira Filmes,Distribuição Nacional,11749.0,157981.0
791,2018,As Aventuras De Ozzy,Animação,"Canadá, Espanha",Estrangeira,Playarte,Distribuição Nacional,107.0,1176.0
792,2018,As Aventuras de Tadeo 2 - O Segredo do Rei Midas*,Animação,Espanha,Estrangeira,Paramount,Distribuição Internacional,31358.0,381646.0
793,2018,As Aventuras Do Capitão Cueca - O Filme,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1026.0,8678.0
794,2018,As Boas Maneiras,Ficção,"França, Brasil",Brasileira,Imovision,Distribuição Nacional,11394.0,172502.0
795,2018,As Duas Irenes,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,102.0,286.0
796,2018,As Falsas Confidências,Ficção,França,Estrangeira,Supo Mungam Films,Distribuição Nacional,62.0,917.0
797,2018,As Herdeiras,Ficção,"Brasil, Alemanha, França, Noruega, Paraguai, Uruguai",Brasileira,Imovision,Distribuição Nacional,22617.0,359554.0
798,2018,As Viúvas,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,149020.0,2682351.0
799,2018,Asako I & Ii,Ficção,"França, Japão",Estrangeira,Zeta Filmes,Distribuição Nacional,1820.0,29009.0
800,2018,Assassinato no Expresso do Oriente*,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,85129.0,1666593.0
801,2018,Assim é a Vida*,Ficção,França,Estrangeira,Paris,Distribuição Nacional,6306.0,94403.0
802,2018,Até Nunca Mais,Ficção,"França, Portugal",Estrangeira,Alphaville Filmes,Distribuição Nacional,175.0,1777.0
803,2018,Auto De Resistência,Documentário,Brasil,Brasileira,Arthouse,Distribuição Nacional,2940.0,39835.0
804,2018,Baronesa,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,6344.0,48365.0
805,2018,Barreiras,Ficção,"Bélgica, Luxemburgo",Estrangeira,Pandora Filmes,Distribuição Nacional,80.0,615.0
806,2018,Baseado Em Fatos Reais,Ficção,"Bélgica, França, Polônia",Estrangeira,Paris,Distribuição Nacional,36726.0,725547.0
807,2018,Beira Mar,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,5.0,82.0
808,2018,Benzinho,Ficção,"Brasil, Uruguai",Brasileira,Vitrine Filmes,Distribuição Nacional,39284.0,597147.0
809,2018,Berenice Procura,Ficção,Brasil,Brasileira,H2O Films,Distribuição Nacional,6138.0,92563.0
810,2018,Bergman - 100 Anos,Documentário,Suécia,Estrangeira,Imovision,Distribuição Nacional,11263.0,171945.0
811,2018,"Big Pai, Big Filho*",Animação,Bélgica,Estrangeira,Imagem,Distribuição Nacional,1017.0,8663.0
812,2018,Blade Runner 2049,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,224.0,1743.0
813,2018,Blitz,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,11.0,111.0
814,2018,Blow-Up - Depois Daquele Beijo*,Ficção,"Estados Unidos, Itália, Reino Unido",Estrangeira,Zeta Filmes,Distribuição Nacional,0.0,0.0
815,2018,Boca De Loba,Ficção,Brasil,Brasileira,Olhar Distribuição,Distribuição Nacional,117.0,994.0
816,2018,Bohemian Rhapsody,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,546117.0,10354321.0
817,2018,Bom Comportamento,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,83.0,744.0
818,2018,Boneco de Neve*,Ficção,"Estados Unidos, Reino Unido, Suécia",Estrangeira,Universal,Distribuição Internacional,78.0,769.0
819,2018,"Bonifácio, O Fundador Do Brasil",Documentário,Brasil,Brasileira,Ivin Films,Distribuição Nacional,3749.0,86109.0
820,2018,Bravas Donnas ? Memória Italiana,Documentário,Brasil,Brasileira,Latinamerica Entretenimento Internacional,Distribuição Nacional,103.0,2680.0
821,2018,Bruxarias,Animação,"Espanha, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,7.0,40.0
822,2018,Bumblebee,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,708341.0,11572418.0
823,2018,Buscando...,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,218013.0,3925711.0
824,2018,Bye Bye Alemanha,Ficção,"Alemanha, Bélgica, Luxemburgo",Estrangeira,Alphaville Filmes,Distribuição Nacional,85.0,1108.0
825,2018,Bye Bye Jaqueline*,Ficção,Brasil,Brasileira,Lança Filmes,Distribuição Nacional,444.0,4850.0
826,2018,Cachorros,Ficção,"Chile, França",Estrangeira,Imovision,Distribuição Nacional,5097.0,79064.0
827,2018,Cadáver,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,437566.0,5953195.0
828,2018,Café,Ficção,"Bélgica, China, Itália",Estrangeira,Califórnia,Distribuição Nacional,1051.0,17560.0
829,2018,Café Com Canela,Ficção,Brasil,Brasileira,Arco Audiovisual,Distribuição Nacional,10523.0,120842.0
830,2018,Caminho Do Mar,Documentário,Brasil,Brasileira,Bang Filmes,Distribuição Nacional,1037.0,7242.0
831,2018,Camocim,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1572.0,10810.0
832,2018,Canastra Suja,Ficção,Brasil,Brasileira,Arthouse,Distribuição Nacional,2071.0,27185.0
833,2018,Capitão Fantástico,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,153.0,1342.0
834,2018,Carnívoras,Ficção,"Bélgica, França",Estrangeira,Bonfilm,Distribuição Nacional,1692.0,25825.0
835,2018,Carros 3,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1660.0,14212.0
836,2018,Cartas Para Um Ladrão De Livros,Documentário,Brasil,Brasileira,Boutique Filmes,Distribuição Nacional,359.0,5592.0
837,2018,Carvana,Documentário,Brasil,Brasileira,Mac Comunicação,Distribuição Nacional,689.0,7506.0
838,2018,"Chacrinha, O Velho Guerreiro",Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,36195.0,529851.0
839,2018,Chateau - Paris,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,2671.0,34987.0
840,2018,Chega De Fiu Fiu,Documentário,Brasil,Brasileira,Taturana,Distribuição Nacional,884.0,13061.0
841,2018,Christopher Robin - Um Reencontro Inesquecível,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,292386.0,4453661.0
842,2018,Chá Com As Damas,Documentário,Reino Unido,Estrangeira,Supo Mungam Films,Distribuição Nacional,10250.0,159473.0
843,2018,Ciganos Da Ciambra,Ficção,"Alemanha, Brasil, Estados Unidos, França, Itália, Suécia",Estrangeira,Pandora Filmes,Distribuição Nacional,7710.0,110503.0
844,2018,Cinderela,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,130.0,1312.0
845,2018,Cinderela E O Príncipe Secreto,Animação,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,88173.0,1220696.0
846,2018,Cinquenta Tons De Liberdade,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,4331153.0,64423845.0
847,2018,Colette,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Diamond Films,Distribuição Nacional,37716.0,712799.0
848,2018,Colheita Amarga,Ficção,Canadá,Estrangeira,Califórnia,Distribuição Nacional,1903.0,31136.0
849,2018,Colo*,Ficção,Portugal,Estrangeira,Zeta Filmes,Distribuição Nacional,0.0,0.0
850,2018,Columbus,Ficção,Estados Unidos,Estrangeira,Supo Mungam Films,Distribuição Nacional,62.0,780.0
851,2018,"Com Amor, Simon",Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,320226.0,4904427.0
852,2018,"Com Amor, Van Gogh*",Animação,"Polônia, Reino Unido",Estrangeira,Europa,Distribuição Nacional,49603.0,726043.0
853,2018,Comboio De Sal E Açúcar,Ficção,"Brasil, França, Portugal",Brasileira,Livres Filmes,Distribuição Nacional,3130.0,40467.0
854,2018,Comeback,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,5.0,25.0
855,2018,Como Fotografei Os Yanomami,Documentário,Brasil,Brasileira,Descoloniza Filmes,Distribuição Nacional,345.0,3676.0
856,2018,Como Nossos Pais,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,12.0,181.0
857,2018,Como Você Me Vê?,Documentário,Brasil,Brasileira,Bond'S Filmes,Distribuição Nacional,167.0,2305.0
858,2018,Como É  Cruel Viver Assim,Ficção,Brasil,Brasileira,H2O Films,Distribuição Nacional,5181.0,75055.0
859,2018,"Conquistar, Amar E Viver Intensamente",Ficção,França,Estrangeira,Imovision,Distribuição Nacional,5910.0,101576.0
860,2018,Construindo Pontes,Documentário,Brasil,Brasileira,Máquina Filmes,Distribuição Nacional,2538.0,24710.0
861,2018,Cora Coralina - Todas As Vidas,Documentário,Brasil,Brasileira,Tucumán,Distribuição Nacional,3498.0,46362.0
862,2018,Coragem! As Muitas Vidas do Cardeal Dom Paulo Evaristo Arns*,Documentário,Brasil,Brasileira,TV Meio Ambiente,Distribuição Nacional,0.0,0.0
863,2018,Coração De Cowboy,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,30688.0,414522.0
864,2018,Corpo Delito,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,16.0,115.0
865,2018,Corpo e Alma*,Ficção,Hungria,Estrangeira,Imovision,Distribuição Nacional,12571.0,185137.0
866,2018,Corpo Elétrico,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,113.0,359.0
867,2018,Corpo Em Terapia,Documentário,Brasil,Brasileira,Rb6,Distribuição Nacional,607.0,8435.0
868,2018,Corra!,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,2601.0,25518.0
869,2018,Correndo Atrás De Um Pai,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,100159.0,1552208.0
870,2018,Covil De Ladrões,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,57526.0,1093003.0
871,2018,Crimes Em Happytime,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,738.0,12324.0
872,2018,Cromossomo 21,Ficção,Brasil,Brasileira,Alex Pires Duarte,Distribuição Nacional,947.0,10500.0
873,2018,Crô Em Familia,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,478114.0,6822165.0
874,2018,Culpa,Ficção,Dinamarca,Estrangeira,Califórnia,Distribuição Nacional,10234.0,196662.0
875,2018,Custódia,Ficção,França,Estrangeira,Supo Mungam Films,Distribuição Nacional,19985.0,324572.0
876,2018,Câmara de Espelhos,Documentário,Brasil,Brasileira,Inquieta Cinema Cultura e Comunicação,Distribuição Nacional,55.0,338.0
877,2018,Círculo De Fogo: A Revolta,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,847022.0,12777658.0
